"","subcontinente","topic","value"
"587","Australia y Nueva Zelanda","Topic78",-0.176479965726348
"588","Australia y Nueva Zelanda","Topic97",-0.00349625249708041
"589","Australia y Nueva Zelanda","Topic95",-0.297316000420891
"590","Australia y Nueva Zelanda","Topic59",0.183086895675626
"591","Australia y Nueva Zelanda","Topic34",-0.281093227010286
"592","Australia y Nueva Zelanda","Topic94",0.322992805617795
"593","Australia y Nueva Zelanda","Topic30",-0.0254704027626375
"594","Australia y Nueva Zelanda","Topic81",1.19914744902693
"595","Australia y Nueva Zelanda","Topic33",-0.0488016204174574
"596","Australia y Nueva Zelanda","Topic58",-0.368049358573718
"597","Australia y Nueva Zelanda","Topic22",-0.325155059198499
"598","Australia y Nueva Zelanda","Topic10",-0.472621238257516
"599","Australia y Nueva Zelanda","Topic57",0.0457256623182612
"600","Australia y Nueva Zelanda","Topic11",-0.331683707382442
"601","Australia y Nueva Zelanda","Topic09",-0.189146494790553
"602","Australia y Nueva Zelanda","Topic54",-0.45939641462828
"603","Australia y Nueva Zelanda","Topic91",0.0840196536139614
"604","Australia y Nueva Zelanda","Topic90",-0.487560909144514
"605","Australia y Nueva Zelanda","Topic23",-0.208532239578608
"606","Australia y Nueva Zelanda","Topic17",0.197359698834754
"607","Australia y Nueva Zelanda","Topic55",0.953299016475976
"608","Australia y Nueva Zelanda","Topic62",-0.0865023475366324
"609","Australia y Nueva Zelanda","Topic74",-0.0549672529972982
"610","Australia y Nueva Zelanda","Topic32",0.118013672402982
"611","Australia y Nueva Zelanda","Topic07",0.330191657515559
"612","Australia y Nueva Zelanda","Topic92",-0.278630655828354
"613","Australia y Nueva Zelanda","Topic73",-0.192849646900902
"614","Australia y Nueva Zelanda","Topic19",0.380170120586606
"615","Australia y Nueva Zelanda","Topic41",-0.28259133714433
"616","Australia y Nueva Zelanda","Topic06",-0.00163492462194661
"617","Australia y Nueva Zelanda","Topic63",-0.568692854983569
"618","Australia y Nueva Zelanda","Topic08",-0.540076370035781
"619","Australia y Nueva Zelanda","Topic12",-0.64121926050857
"620","Australia y Nueva Zelanda","Topic03",-0.0900777342707318
"621","Australia y Nueva Zelanda","Topic52",-0.012467951750392
"622","Australia y Nueva Zelanda","Topic43",-0.601594400907432
"623","Australia y Nueva Zelanda","Topic21",1.67107249585166
"624","Australia y Nueva Zelanda","Topic96",1.08890426383141
"625","Caribe","Topic80",-1.01459216083049
"626","Caribe","Topic38",5.34938707030224
"627","Caribe","Topic36",2.59020381630605
"628","Caribe","Topic18",-1.43969379738104
"629","Caribe","Topic87",-1.56917602491616
"630","Caribe","Topic04",-1.49700991975533
"631","Caribe","Topic37",1.58995974538608
"632","Caribe","Topic16",-1.52124793016915
"633","Caribe","Topic99",-1.35975227192306
"634","Caribe","Topic60",-1.49712216870192
"635","Caribe","Topic78",-1.77101179548484
"636","Caribe","Topic97",-1.36684612329648
"637","Caribe","Topic95",-0.968374554621723
"638","Caribe","Topic59",-1.50917194592555
"639","Caribe","Topic34",-0.803837293361341
"640","Caribe","Topic94",-1.10864444795824
"641","Caribe","Topic30",1.28756627962734
"642","Caribe","Topic81",-0.759093901623432
"643","Caribe","Topic33",-1.36752872080674
"644","Caribe","Topic58",-1.05433397361086
"645","Caribe","Topic22",0.263344958082128
"646","Caribe","Topic10",-1.17002215992404
"647","Caribe","Topic57",1.49427905459326
"648","Caribe","Topic11",8.36529405137867
"649","Caribe","Topic09",-1.70290295004032
"650","Caribe","Topic54",-1.83770220225539
"651","Caribe","Topic91",5.64898541576598
"652","Caribe","Topic90",2.0737447627803
"653","Caribe","Topic23",-0.885042095381305
"654","Caribe","Topic17",-1.81725374882089
"655","Caribe","Topic55",0.806569259453532
"656","Caribe","Topic62",-1.21456340930638
"657","Caribe","Topic74",-1.10519473408298
"658","Caribe","Topic32",-1.5140081674647
"659","Caribe","Topic07",-1.37816060091411
"660","Caribe","Topic92",-1.77301231893942
"661","Caribe","Topic73",-1.75048286388569
"662","Caribe","Topic19",-1.87762750309944
"663","Caribe","Topic41",-1.24799271370022
"664","Caribe","Topic06",2.68885060249761
"665","Caribe","Topic63",-0.412954277030821
"666","Caribe","Topic08",-1.61871514275684
"667","Caribe","Topic12",-1.7481134966984
"668","Caribe","Topic03",2.39225281031204
"669","Caribe","Topic52",-1.41968507470137
"670","Caribe","Topic43",-1.48157541655529
"671","Caribe","Topic21",0.903384735697601
"672","Caribe","Topic96",-1.78384891984808
"673","Europa del Norte","Topic80",-0.0684128777365577
"674","Europa del Norte","Topic38",0.209916131139935
"675","Europa del Norte","Topic36",0.181737916721508
"676","Europa del Norte","Topic18",-0.266315409900064
"677","Europa del Norte","Topic87",-0.000549721859015949
"678","Europa del Norte","Topic04",-0.187488524116866
"679","Europa del Norte","Topic37",-0.120593015730219
"680","Europa del Norte","Topic16",0.198055751029484
"681","Europa del Norte","Topic99",0.348890145795717
"682","Europa del Norte","Topic60",0.92942695394172
"683","Europa del Norte","Topic78",0.187530795916356
"684","Europa del Norte","Topic97",-0.308028928083573
"685","Europa del Norte","Topic95",0.549921345660832
"686","Europa del Norte","Topic59",-0.334206335912813
"687","Europa del Norte","Topic34",-0.428133340461234
"688","Europa del Norte","Topic94",-0.274978692971034
"689","Europa del Norte","Topic30",-0.322893887600181
"690","Europa del Norte","Topic81",0.194276889296086
"691","Europa del Norte","Topic33",0.0584783876224992
"692","Europa del Norte","Topic58",-0.515793743523343
"693","Europa del Norte","Topic22",0.0296947023334981
"694","Europa del Norte","Topic10",0.0142061949925507
"695","Europa del Norte","Topic57",0.100897314624554
"696","Europa del Norte","Topic11",-0.318376777432406
"697","Europa del Norte","Topic09",-0.00881773442450446
"698","Europa del Norte","Topic54",0.0866096615876343
"699","Europa del Norte","Topic91",-0.334882651358303
"700","Europa del Norte","Topic90",-0.401004404674257
"701","Europa del Norte","Topic23",-0.198913747107361
"702","Europa del Norte","Topic17",-0.22808975479758
"703","Europa del Norte","Topic55",0.630846229284602
"704","Europa del Norte","Topic62",-0.470570642265709
"705","Europa del Norte","Topic74",0.373196758768236
"706","Europa del Norte","Topic32",-0.161910349090912
"707","Europa del Norte","Topic07",-0.132196721536314
"708","Europa del Norte","Topic92",-0.113846317504361
"709","Europa del Norte","Topic73",-0.274679940949103
"710","Europa del Norte","Topic19",-0.246851146405764
"711","Europa del Norte","Topic41",-0.0711429950728728
"712","Europa del Norte","Topic06",-0.0621152606336374
"713","Europa del Norte","Topic63",-0.518571788141204
"714","Europa del Norte","Topic08",0.176923271961948
"715","Europa del Norte","Topic12",-0.369775988732304
"716","Europa del Norte","Topic03",-0.0852954916512614
"717","Europa del Norte","Topic52",-0.0840045935642957
"718","Europa del Norte","Topic43",0.363397673933828
"719","Europa del Norte","Topic21",1.36842338310408
"720","Europa del Norte","Topic96",0.984376654161871
"721","Europa del Sur","Topic80",0.260730896114409
"722","Europa del Sur","Topic38",0.0675195725975686
"723","Europa del Sur","Topic36",-0.73208660311157
"724","Europa del Sur","Topic18",0.358948277206395
"725","Europa del Sur","Topic87",-0.15750168289471
"726","Europa del Sur","Topic04",-0.00998402064537573
"727","Europa del Sur","Topic37",0.0139191843494254
"728","Europa del Sur","Topic16",-0.121366223527207
"729","Europa del Sur","Topic99",0.29446464164988
"730","Europa del Sur","Topic60",-0.698361598956138
"731","Europa del Sur","Topic78",0.31925011844536
"732","Europa del Sur","Topic97",0.306000462231458
"733","Europa del Sur","Topic95",-0.454627040545085
"734","Europa del Sur","Topic59",0.750750424188372
"735","Europa del Sur","Topic34",-0.443777812446943
"736","Europa del Sur","Topic94",-0.195547504094243
"737","Europa del Sur","Topic30",-0.557786240666495
"738","Europa del Sur","Topic81",-0.183044824014988
"739","Europa del Sur","Topic33",-0.00352120063998598
"740","Europa del Sur","Topic58",-0.493043393335133
"741","Europa del Sur","Topic22",-0.0169043104987994
"742","Europa del Sur","Topic10",0.0257948630698443
"743","Europa del Sur","Topic57",-0.685695426198417
"744","Europa del Sur","Topic11",0.124254018415999
"745","Europa del Sur","Topic09",0.785230323936436
"746","Europa del Sur","Topic54",-0.0951577449463011
"747","Europa del Sur","Topic91",-0.172239058541967
"748","Europa del Sur","Topic90",0.0233458706909709
"749","Europa del Sur","Topic23",-0.324643836687313
"750","Europa del Sur","Topic17",0.824724835532317
"751","Europa del Sur","Topic55",-0.283873149171584
"752","Europa del Sur","Topic62",0.046341469091487
"753","Europa del Sur","Topic74",-0.314056810911333
"754","Europa del Sur","Topic32",1.00109091886755
"755","Europa del Sur","Topic07",-0.341396023062204
"756","Europa del Sur","Topic92",-0.284088261293603
"757","Europa del Sur","Topic73",0.979007738079366
"758","Europa del Sur","Topic19",0.584690375823436
"759","Europa del Sur","Topic41",0.490717350079279
"760","Europa del Sur","Topic06",-0.56534535708155
"761","Europa del Sur","Topic63",0.58395483875749
"762","Europa del Sur","Topic08",0.240086839620962
"763","Europa del Sur","Topic12",0.446809924208085
"764","Europa del Sur","Topic03",-0.00475441716362257
"765","Europa del Sur","Topic52",0.356554049999282
"766","Europa del Sur","Topic43",0.0378023020004585
"767","Europa del Sur","Topic21",-0.262018607238626
"768","Europa del Sur","Topic96",-0.278571370661347
"769","Europa Occidental","Topic80",-0.387334076696849
"770","Europa Occidental","Topic38",-0.280614600196668
"771","Europa Occidental","Topic36",0.0384758333033375
"772","Europa Occidental","Topic18",0.0650038461760091
"773","Europa Occidental","Topic87",0.240978179017967
"774","Europa Occidental","Topic04",-0.181077587632776
"775","Europa Occidental","Topic37",0.164085400866078
"776","Europa Occidental","Topic16",0.254738747640864
"777","Europa Occidental","Topic99",-0.0215504340605584
"778","Europa Occidental","Topic60",-0.0962751781936101
"779","Europa Occidental","Topic78",-0.120777254702944
"780","Europa Occidental","Topic97",0.00907329603418533
"781","Europa Occidental","Topic95",0.228934326063809
"782","Europa Occidental","Topic59",-0.463854658333263
"783","Europa Occidental","Topic34",-0.0957360672800752
"784","Europa Occidental","Topic94",-0.137243895669695
"785","Europa Occidental","Topic30",-0.20602391865515
"786","Europa Occidental","Topic81",-0.0233992766354998
"787","Europa Occidental","Topic33",0.316135961848392
"788","Europa Occidental","Topic58",-0.360605401913736
"789","Europa Occidental","Topic22",0.0217580938967203
"790","Europa Occidental","Topic10",-0.197871323428629
"791","Europa Occidental","Topic57",-0.459693584974145
"792","Europa Occidental","Topic11",-0.0693818131695482
"793","Europa Occidental","Topic09",0.256877310068313
"794","Europa Occidental","Topic54",0.348696242402755
"795","Europa Occidental","Topic91",-0.469173962848081
"796","Europa Occidental","Topic90",0.532052470883724
"797","Europa Occidental","Topic23",-0.245412667011597
"798","Europa Occidental","Topic17",0.512272271794644
"799","Europa Occidental","Topic55",0.218234026100093
"800","Europa Occidental","Topic62",-0.322640642257619
"801","Europa Occidental","Topic74",-0.188150810221384
"802","Europa Occidental","Topic32",0.0521178114706055
"803","Europa Occidental","Topic07",-0.0227793313189335
"804","Europa Occidental","Topic92",0.501442890602892
"805","Europa Occidental","Topic73",0.756070135639438
"806","Europa Occidental","Topic19",0.283784095599164
"807","Europa Occidental","Topic41",-0.100093070192825
"808","Europa Occidental","Topic06",-0.318564279399523
"809","Europa Occidental","Topic63",-0.215409097002594
"810","Europa Occidental","Topic08",0.370897552860038
"811","Europa Occidental","Topic12",0.310623545857949
"812","Europa Occidental","Topic03",-0.336703808466647
"813","Europa Occidental","Topic52",0.677308804378241
"814","Europa Occidental","Topic43",0.568453434628355
"815","Europa Occidental","Topic21",-0.0329184140819346
"816","Europa Occidental","Topic96",-0.0131455386361018
"817","Europa Oriental","Topic80",-0.20297112814401
"818","Europa Oriental","Topic38",-0.382127130458023
"819","Europa Oriental","Topic36",-0.203673203038346
"820","Europa Oriental","Topic18",-0.208155503910957
"821","Europa Oriental","Topic87",0.0943234609215715
"822","Europa Oriental","Topic04",0.407850443181757
"823","Europa Oriental","Topic37",-0.240465546352998
"824","Europa Oriental","Topic16",0.462635853222974
"825","Europa Oriental","Topic99",0.99287458867562
"826","Europa Oriental","Topic60",-0.139689442410652
"827","Europa Oriental","Topic78",0.0984432532295614
"828","Europa Oriental","Topic97",0.0893606258806072
"829","Europa Oriental","Topic95",0.723089923414871
"830","Europa Oriental","Topic59",-0.355478634821789
"831","Europa Oriental","Topic34",-0.0964366178885331
"832","Europa Oriental","Topic94",-0.274744163005108
"833","Europa Oriental","Topic30",-0.0839956235293906
"834","Europa Oriental","Topic81",-0.0263421243124836
"835","Europa Oriental","Topic33",-0.573884272217372
"836","Europa Oriental","Topic58",-0.523834611320664
"837","Europa Oriental","Topic22",0.712469907417433
"838","Europa Oriental","Topic10",0.868184593885141
"839","Europa Oriental","Topic57",-0.290668830475385
"840","Europa Oriental","Topic11",-0.288326438492819
"841","Europa Oriental","Topic09",0.0724913745497189
"842","Europa Oriental","Topic54",0.921398428687415
"843","Europa Oriental","Topic91",0.00832025315800257
"844","Europa Oriental","Topic90",0.771643849302053
"845","Europa Oriental","Topic23",-0.0375994692764439
"846","Europa Oriental","Topic17",0.1864094699817
"847","Europa Oriental","Topic55",0.10624252782005
"848","Europa Oriental","Topic62",-0.424263290923765
"849","Europa Oriental","Topic74",-0.206837939084983
"850","Europa Oriental","Topic32",-0.304295368610518
"851","Europa Oriental","Topic07",0.0832313393405178
"852","Europa Oriental","Topic92",0.0664918488079975
"853","Europa Oriental","Topic73",0.238215923052862
"854","Europa Oriental","Topic19",-0.636793802336455
"855","Europa Oriental","Topic41",-0.281442952097323
"856","Europa Oriental","Topic06",0.403813012715633
"857","Europa Oriental","Topic63",0.0340166046396874
"858","Europa Oriental","Topic08",0.43106959837694
"859","Europa Oriental","Topic12",0.319130759070524
"860","Europa Oriental","Topic03",-0.295582479560921
"861","Europa Oriental","Topic52",0.506127193097496
"862","Europa Oriental","Topic43",0.24935228305599
"863","Europa Oriental","Topic21",0.295176702031028
"864","Europa Oriental","Topic96",0.0390201264680359
"865","Sudeste Asiatico","Topic80",-0.251226553901151
"866","Sudeste Asiatico","Topic38",-0.0947681822634793
"867","Sudeste Asiatico","Topic36",0.39258851811686
"868","Sudeste Asiatico","Topic18",1.06243759509588
"869","Sudeste Asiatico","Topic87",0.0288835642363014
"870","Sudeste Asiatico","Topic04",0.201316888791406
"871","Sudeste Asiatico","Topic37",-0.221907957842887
"872","Sudeste Asiatico","Topic16",-0.584771714585829
"873","Sudeste Asiatico","Topic99",-0.649956015220613
"874","Sudeste Asiatico","Topic60",-0.148210997889519
"875","Sudeste Asiatico","Topic78",-0.0211140028605562
"876","Sudeste Asiatico","Topic97",0.133548718959365
"877","Sudeste Asiatico","Topic95",-0.280974737215875
"878","Sudeste Asiatico","Topic59",0.503043520271159
"879","Sudeste Asiatico","Topic34",-0.0946855317274464
"880","Sudeste Asiatico","Topic94",0.711030342503758
"881","Sudeste Asiatico","Topic30",0.1003476023367
"882","Sudeste Asiatico","Topic81",-0.0724465482016929
"883","Sudeste Asiatico","Topic33",0.508990872971278
"884","Sudeste Asiatico","Topic58",0.553425987961501
"885","Sudeste Asiatico","Topic22",-0.533779795985499
"886","Sudeste Asiatico","Topic10",-0.0568530849267303
"887","Sudeste Asiatico","Topic57",0.18106324037826
"888","Sudeste Asiatico","Topic11",-0.0594120690371051
"889","Sudeste Asiatico","Topic09",-0.221338620017394
"890","Sudeste Asiatico","Topic54",-0.392290726577314
"891","Sudeste Asiatico","Topic91",0.0254858396272593
"892","Sudeste Asiatico","Topic90",-0.16436909428678
"893","Sudeste Asiatico","Topic23",0.107928225126707
"894","Sudeste Asiatico","Topic17",-0.228167286889608
"895","Sudeste Asiatico","Topic55",0.317822988601764
"896","Sudeste Asiatico","Topic62",-0.188843175918538
"897","Sudeste Asiatico","Topic74",-0.131583536905985
"898","Sudeste Asiatico","Topic32",-0.423712154423878
"899","Sudeste Asiatico","Topic07",0.0166004977048545
"900","Sudeste Asiatico","Topic92",-0.0394119210741895
"901","Sudeste Asiatico","Topic73",0.294984240429933
"902","Sudeste Asiatico","Topic19",-0.108456030123352
"903","Sudeste Asiatico","Topic41",0.229652002296258
"904","Sudeste Asiatico","Topic06",-0.0717397584047971
"905","Sudeste Asiatico","Topic63",0.555831947692676
"906","Sudeste Asiatico","Topic08",-0.13319166474022
"907","Sudeste Asiatico","Topic12",0.177771394800759
"908","Sudeste Asiatico","Topic03",0.107232576434844
"909","Sudeste Asiatico","Topic52",0.96041939155553
"910","Sudeste Asiatico","Topic43",0.175273299738567
"911","Sudeste Asiatico","Topic21",-0.625642096015879
"912","Sudeste Asiatico","Topic96",-0.795557250577346
